image,labels
000000000139.jpg,machine:0.7788;consumer_electronics:0.7788;television:0.7788;structure:0.7442;wood_processed:0.6567;interior_room:0.6557;living_room:0.6548;furniture:0.6063
000000191761.jpg,plant:0.7062;foliage:0.7061;structure:0.4834;rocks:0.4832;food:0.3867;citrus_fruit:0.3867;fruit:0.3867;lemon:0.3860
000000191845.jpg,land:0.9663;outdoor:0.9663;crosswalk:0.9663;path:0.9663;people:0.2401;crowd:0.2400;umbrella:0.1951;utensil:0.1951
000000192047.jpg,interior_room:0.8382;bathroom:0.8382;washbasin:0.7637;bathroom_faucet:0.6777;structure:0.6724;bath:0.4065;kitchen:0.1219;kitchen_faucet:0.1047
000000192191.jpg,appliance:0.9586;machine:0.9586;stove:0.9487;structure:0.8653;wood_processed:0.8633;oven:0.6514;kitchen_oven:0.6514;food:0.4082
000000192607.jpg,machine:0.9238;wheel:0.9201;rim:0.8452;tire:0.8057;people:0.6845;adult:0.6641;structure:0.4691;vehicle:0.4514
000000192670.jpg,land:0.9151;outdoor:0.9151;grass:0.9150;structure:0.8832;fence:0.8828;recreation:0.7832;sport:0.7832;ballgames:0.7815
000000192699.jpg,clothing:0.9201;headgear:0.9180;helmet:0.9180;people:0.8253;adult:0.8252;structure:0.8223;wood_natural:0.8223;plant:0.5487
000000192716.jpg,outdoor:0.9667;sky:0.9667;cloudy:0.8994;blue_sky:0.8921;structure:0.5992;roof:0.5312;sign:0.3974;conveyance:0.3924
000000192871.jpg,utensil:0.4494;tableware:0.4494;drinking_glass:0.4490;food:0.4442;fruit:0.4442;citrus_fruit:0.4442;oranges:0.4434;material:0.1421
000000192904.jpg,utensil:0.6969;tableware:0.6969;material:0.5635;textile:0.5635;structure:0.4498;wood_processed:0.4446;plate:0.4082;cup:0.3022
000000192964.jpg,recreation:0.9709;skating:0.9570;skatepark:0.8872;skateboarding:0.8711;people:0.7869;adult:0.7852;skateboard:0.7466;sport:0.7466
000000193162.jpg,outdoor:0.9522;land:0.9502;grass:0.9502;people:0.8706;adult:0.8706;animal:0.8087;mammal:0.8087;ungulates:0.8087
000000193181.jpg,recreation:0.9858;sport:0.9816;ballgames:0.9795;baseball:0.9795;people:0.9445;outdoor:0.9205;grass:0.8931;land:0.8931
000000193245.jpg,outdoor:0.9735;land:0.9350;grass:0.9326;people:0.8862;adult:0.8843;sky:0.8678;cloudy:0.8677;kite:0.8433
000000193348.jpg,people:0.6953;baby:0.6724;child:0.4380;material:0.0464;textile:0.0464;adult:0.0427;clothing:0.0344;bib:0.0344
000000193429.jpg,recreation:0.9390;sport:0.9390;snowboard:0.9053;sports_equipment:0.9053;people:0.8213;adult:0.8213;winter_sport:0.7534;snowboarding:0.7534
000000193494.jpg,material:0.6679;curtain:0.6460;structure:0.6436;bedding:0.6025;housewares:0.6025;wood_processed:0.5571;furniture:0.5372;bed:0.5371
000000193674.jpg,recreation:0.9045;sport:0.9045;sports_equipment:0.9041;wetsuit:0.8433;surfboard:0.7573;liquid:0.6885;ocean:0.6885;water:0.6885
000000193717.jpg,structure:0.7896;hydrant:0.7896;people:0.6284;adult:0.6284;outdoor:0.6183;land:0.6183;road:0.5952;street:0.5952
000000193743.jpg,people:0.8711;adult:0.8711;recreation:0.5444;sport:0.5444;sports_equipment:0.5386;racquet:0.5386;clothing:0.4490;footwear:0.4490
000000193884.jpg,outdoor:0.7866;sky:0.7578;blue_sky:0.7578;structure:0.5618;land:0.5305;fence:0.4868;sign:0.4632;grass:0.4575
000000193926.jpg,food:0.9044;fruit:0.9044;banana:0.9033;grass:0.8101;land:0.8101;outdoor:0.8101;structure:0.3245;fence:0.3245
000000194216.jpg,structure:0.8564;wood_natural:0.8389;rocks:0.6255;animal:0.5008;mammal:0.5008;plant:0.5002;outdoor:0.5001;forest:0.5000
000000194471.jpg,recreation:0.9940;skating:0.9876;outdoor:0.9728;sky:0.9728;skatepark:0.9517;skateboarding:0.9243;cloudy:0.9150;blue_sky:0.8979
000000194506.jpg,plant:0.5625;foliage:0.5625;animal:0.3795;mammal:0.3795;bear:0.3760;structure:0.2996;wood_natural:0.2979;otter:0.1663
000000194716.jpg,people:0.8851;child:0.8291;adult:0.7192;dessert:0.7111;food:0.7111;frozen_dessert:0.7111;popsicle:0.7109;plant:0.5444
000000194724.jpg,structure:0.9692;wood_processed:0.9468;container:0.8423;bottle:0.8423;tableware:0.8344;utensil:0.8344;plate:0.8257;furniture:0.7939
000000194746.jpg,utensil:0.5210;cookware:0.5210;grill:0.5210;material:0.1433;appliance:0.1037;machine:0.1037;oven:0.1027;kitchen_oven:0.0979
000000194832.jpg,structure:0.8894;furniture:0.8892;seat:0.8892;material:0.3619;raw_glass:0.3608;conveyance:0.1776;stairs:0.1682;wood_processed:0.1541
000000194875.jpg,people:0.8623;adult:0.8623;machine:0.6148;vehicle:0.6084;motorcycle:0.6084;clothing:0.3634;headgear:0.3625;helmet:0.3625
000000194940.jpg,structure:0.8984;wood_processed:0.8984;utensil:0.6333;tableware:0.6333;bowl:0.6333;food:0.6278;vegetable:0.6278;carrot:0.6104
000000195045.jpg,outdoor:0.9844;sky:0.9390;blue_sky:0.9390;land:0.9230;grass:0.9229;plant:0.5621;shrub:0.5200;foliage:0.4119
000000195165.jpg,interior_room:0.8624;bathroom:0.8624;washbasin:0.8623;structure:0.8549;material:0.8050;textile:0.8047;conveyance:0.6372;portal:0.6372
000000195754.jpg,machine:0.8882;consumer_electronics:0.8877;television:0.8877;structure:0.8204;material:0.8064;brick:0.7905;furniture:0.7560;interior_room:0.7500
000000195842.jpg,structure:0.9516;people:0.9316;adult:0.9316;wood_processed:0.9058;furniture:0.8180;cabinet:0.8174;machine:0.7490;consumer_electronics:0.7481
000000195918.jpg,consumer_electronics:0.8027;machine:0.8027;computer:0.8027;computer_monitor:0.7847;structure:0.7554;furniture:0.7506;desk:0.7505;computer_keyboard:0.4905
000000196009.jpg,food:0.8447;vegetable:0.8447;carrot:0.8447;utensil:0.4844;tableware:0.4844;spoon:0.4844;structure:0.0462;wood_processed:0.0461
000000196141.jpg,land:0.9039;outdoor:0.9039;grass:0.9038;recreation:0.8886;sport:0.8886;ballgames:0.8774;baseball:0.8770;structure:0.8047
000000196185.jpg,machine:0.9536;aircraft:0.9536;airplane:0.9536;vehicle:0.9536;outdoor:0.6105;sky:0.5855;cloudy:0.5854;structure:0.5692
000000196442.jpg,outdoor:0.9534;sky:0.9495;cloudy:0.8872;blue_sky:0.8442;liquid:0.7539;water:0.7539;frozen:0.7539;snow:0.7539
000000196754.jpg,outdoor:0.8881;land:0.8838;grass:0.8828;structure:0.6049;fence:0.5830;sky:0.4182;cloudy:0.4153;sign:0.3457
000000196759.jpg,outdoor:0.7791;sky:0.7783;blue_sky:0.7695;machine:0.7193;automobile:0.6182;vehicle:0.6182;van:0.6172;wheel:0.6143
000000196843.jpg,machine:0.9267;vehicle:0.9216;automobile:0.8774;bus:0.8774;bicycle:0.7495;wheel:0.4903;tire:0.4900;outdoor:0.1602
000000197004.jpg,food:0.8803;vegetable:0.8747;lettuce:0.8218;tomato:0.6982;computer:0.6890;consumer_electronics:0.6890;machine:0.6890;computer_keyboard:0.6890
000000197022.jpg,food:0.9580;pizza:0.9570;structure:0.8740;wood_processed:0.8740;utensil:0.8198;cutting_board:0.8198;vegetable:0.3773;tomato:0.3743
000000197388.jpg,recreation:0.9752;sport:0.9752;skiing:0.9434;winter_sport:0.9434;ski_equipment:0.8574;sports_equipment:0.8574;frozen:0.8394;liquid:0.8394
000000197528.jpg,animal:0.7216;mammal:0.7216;cat:0.7216;feline:0.7216;adult_cat:0.7212;material:0.5478;raw_glass:0.5469;structure:0.4226
000000197658.jpg,recreation:0.8995;sport:0.8994;ballgames:0.8994;baseball:0.8994;outdoor:0.8873;grass:0.8872;land:0.8872;adult:0.8633
000000197796.jpg,bathroom:0.9097;interior_room:0.9097;structure:0.9063;washbasin:0.9053;material:0.8819;textile:0.8818;tool:0.5449;toilet_seat:0.5449
000000197870.jpg,structure:0.3815;wood_processed:0.3728;wood_natural:0.2063;animal:0.1303;bird:0.1303;dove:0.1282;material:0.1106;fence:0.0928
000000198489.jpg,people:0.8735;child:0.8735;plant:0.7848;decorative_plant:0.7847;land:0.6458;outdoor:0.6458;grass:0.6392;machine:0.6364
000000198510.jpg,structure:0.8187;railroad:0.7998;track_rail:0.7998;people:0.7871;adult:0.7871;outdoor:0.4406;sky:0.4402;cloudy:0.4399
000000198641.jpg,machine:0.8728;consumer_electronics:0.8728;computer:0.8728;computer_keyboard:0.7944;computer_monitor:0.7358;structure:0.3554;laptop:0.3274;furniture:0.3254
000000198805.jpg,machine:0.9521;outdoor:0.9517;sky:0.9492;wheel:0.9404;tire:0.8838;blue_sky:0.8823;cloudy:0.8501;rim:0.8149
000000198915.jpg,sign:0.9741;structure:0.9741;street_sign:0.9741;blue_sky:0.8169;outdoor:0.8169;sky:0.8169;plant:0.2500;branch:0.2500
000000198928.jpg,outdoor:0.9008;sky:0.9006;cloudy:0.8516;people:0.7788;adult:0.7788;blue_sky:0.7266;light:0.7047;lamppost:0.7046
000000198960.jpg,structure:0.8047;fence:0.8047;outdoor:0.6450;land:0.6450;grass:0.6450;animal:0.5941;mammal:0.5941;ungulates:0.5941
000000199055.jpg,recreation:0.8279;skateboard:0.7583;sport:0.7583;sports_equipment:0.7583;clothing:0.7074;skating:0.6751;skateboarding:0.6699;people:0.6362
000000199236.jpg,people:0.9525;adult:0.9150;animal:0.8989;horse:0.8989;mammal:0.8989;ungulates:0.8989;outdoor:0.8965;grass:0.8965
000000199310.jpg,grass:0.9214;land:0.9214;outdoor:0.9214;recreation:0.9005;sport:0.9005;racquet:0.9004;sports_equipment:0.9004;people:0.8726
000000199395.jpg,outdoor:0.9402;sky:0.9357;blue_sky:0.8877;liquid:0.8208;ocean:0.8208;water:0.8208;water_body:0.8208;cloudy:0.7871
000000199442.jpg,recreation:0.8881;sport:0.8881;sports_equipment:0.8443;adult:0.7930;people:0.7930;wetsuit:0.7646;blue_sky:0.7241;outdoor:0.7241
000000199551.jpg,bedding:0.7710;housewares:0.7710;people:0.6337;baby:0.6274;material:0.5913;textile:0.5913;pillow:0.5728;tool:0.5728
000000199681.jpg,machine:0.1962;appliance:0.1957;oven:0.1957;microwave:0.1953;material:0.1264;textile:0.1233;toy:0.1082;stuffed_animals:0.1082
000000199771.jpg,people:0.9302;adult:0.9302;clothing:0.4065;jacket:0.3611;container:0.3557;cardboard_box:0.3406;utensil:0.3126;hat:0.3016
000000199977.jpg,airshow:0.8408;performance:0.8408;recreation:0.8408;outdoor:0.7342;sky:0.7342;blue_sky:0.7339;aircraft:0.3765;airplane:0.3765
000000200152.jpg,outdoor:0.2139;night_sky:0.2139;sky:0.2139;art:0.1826;decoration:0.1826;flag:0.1819;material:0.1750;brick:0.1719
000000200162.jpg,machine:0.6157;vehicle:0.6157;train:0.6157;train_real:0.6157;structure:0.5765;railroad:0.5752;track_rail:0.5752;light:0.4946
000000200252.jpg,bedding:0.8755;housewares:0.8755;structure:0.7510;furniture:0.7510;bed:0.7500;bedroom:0.5938;interior_room:0.5938;pillow:0.5410
000000200421.jpg,people:0.9263;child:0.9263;art:0.8984;decoration:0.8984;frame:0.8984;structure:0.5729;wood_processed:0.5718;material:0.4736
000000200667.jpg,material:0.2460;structure:0.1900;fence:0.1870;wood_processed:0.0945;cord:0.0925;textile:0.0486;rocks:0.0349;animal:0.0340
000000200839.jpg,outdoor:0.8887;land:0.8887;grass:0.8838;plant:0.6677;foliage:0.6675;structure:0.6075;conveyance:0.5215;portal:0.5215
000000200961.jpg,outdoor:0.9009;land:0.9009;grass:0.9009;people:0.6600;adult:0.6572;clothing:0.5237;jeans:0.5234;machine:0.4022
000000201025.jpg,animal:0.9160;elephant:0.9160;mammal:0.9160;grass:0.5698;land:0.5698;outdoor:0.5698;structure:0.4163;wood_natural:0.4163
000000201072.jpg,recreation:0.9709;sport:0.9709;ballgames:0.9463;tennis:0.9463;sports_equipment:0.8130;racquet:0.8130;adult:0.7085;people:0.7085
000000201148.jpg,structure:0.8707;railroad:0.8672;track_rail:0.8672;outdoor:0.6175;land:0.6089;grass:0.6089;machine:0.6069;train:0.6069
000000201418.jpg,structure:0.8784;people:0.8770;adult:0.8765;conveyance:0.5973;escalator:0.5972;container:0.5001;luggage:0.5001;suitcase:0.5000
000000201426.jpg,people:0.9214;child:0.9214;tableware:0.7898;utensil:0.7898;plate:0.7798;structure:0.5820;furniture:0.5762;table:0.5762
000000201646.jpg,people:0.8906;adult:0.8906;eyeglasses:0.7686;optical_equipment:0.7686;machine:0.6597;consumer_electronics:0.6592;clothing:0.2203;toy:0.2183
000000201676.jpg,animal:0.9775;mammal:0.9775;ungulates:0.9775;zebra:0.9775;grass:0.9131;land:0.9131;outdoor:0.9131;plant:0.3386
000000201775.jpg,bathroom:0.6796;interior_room:0.6796;washbasin:0.6685;toilet_seat:0.5864;tool:0.5864;structure:0.3614;bathroom_faucet:0.3530;bath:0.1919
000000201934.jpg,outdoor:0.9203;sky:0.9014;blue_sky:0.9014;structure:0.7481;fence:0.7461;land:0.6405;path:0.6390;sidewalk:0.6387
000000202001.jpg,people:0.8814;adult:0.8813;clothing:0.4043;machine:0.2342;consumer_electronics:0.2341;structure:0.1642;furniture:0.1640;sofa:0.1594
000000202228.jpg,people:0.8579;adult:0.8579;structure:0.5215;conveyance:0.5200;portal:0.5200;door:0.5200;clothing:0.2636;jacket:0.2629
000000202339.jpg,clothing:0.8330;suit:0.8330;people:0.8140;adult:0.8140;machine:0.5967;vehicle:0.5966;automobile:0.5966;bus:0.5068
000000202445.jpg,bedding:0.8101;housewares:0.8101;material:0.5269;textile:0.5010;bedroom:0.4290;interior_room:0.4290;structure:0.4004;furniture:0.4001
000000203095.jpg,utensil:0.7740;cutting_board:0.7739;structure:0.6680;wood_processed:0.6680;machine:0.3611;appliance:0.3611;stove:0.3611;food:0.3259
000000203294.jpg,machine:0.6145;automobile:0.6102;vehicle:0.6102;bus:0.6099;people:0.6092;adult:0.6040;child:0.2708;wheel:0.2613
000000203317.jpg,machine:0.8971;bicycle:0.8970;vehicle:0.8970;art:0.7310;graffiti:0.7310;structure:0.4872;conveyance:0.4871;portal:0.4871
000000203389.jpg,people:0.8941;adult:0.8896;clothing:0.8208;headgear:0.8203;helmet:0.8203;machine:0.6326;vehicle:0.6326;motorcycle:0.6309
000000203488.jpg,structure:0.8214;wood_natural:0.7720;wood_processed:0.6084;machine:0.5084;automobile:0.5084;vehicle:0.5084;car:0.5083;material:0.4366
000000203546.jpg,animal:0.9102;mammal:0.9102;bear:0.9102;structure:0.5112;rocks:0.5112;wood_natural:0.0400;otter:0.0234;rodent:0.0129
000000203580.jpg,structure:0.7840;conveyance:0.7819;portal:0.7819;umbrella:0.7793;utensil:0.7793;door:0.6919;window:0.6582;outdoor:0.5376
000000203629.jpg,people:0.9595;adult:0.9541;clothing:0.7092;jeans:0.7065;tableware:0.6997;utensil:0.6997;drinking_glass:0.6997;crowd:0.5757
000000203639.jpg,outdoor:0.9111;land:0.9111;grass:0.9111;plant:0.8228;branch:0.8149;people:0.6279;adult:0.6270;clothing:0.5166
000000203864.jpg,recreation:0.9742;sport:0.9742;ballgames:0.9312;tennis:0.9312;people:0.8960;adult:0.8960;sports_equipment:0.8799;racquet:0.8799
000000203931.jpg,recreation:0.9600;sport:0.9529;ballgames:0.9517;baseball:0.9517;people:0.9247;outdoor:0.9058;grass:0.8872;land:0.8872
000000204186.jpg,people:0.9855;grass:0.9634;land:0.9634;outdoor:0.9634;adult:0.9419;crowd:0.9253;structure:0.9029;fence:0.9028
000000204329.jpg,outdoor:0.8191;land:0.7490;hill:0.6743;sky:0.6667;blue_sky:0.6499;beach:0.6074;recreation:0.5259;sport:0.5259
000000204871.jpg,structure:0.9839;hydrant:0.9839;outdoor:0.4697;land:0.4697;road:0.4521;street:0.4521;machine:0.4326;vehicle:0.4326
000000205105.jpg,recreation:0.9791;sport:0.9791;sports_equipment:0.9356;racquet:0.9355;ballgames:0.8975;tennis:0.8975;structure:0.8780;fence:0.8779
000000205282.jpg,animal:0.9912;giraffe:0.9912;mammal:0.9912;ungulates:0.9912;outdoor:0.8827;sky:0.8483;cloudy:0.8477;land:0.6558
000000205289.jpg,machine:0.3349;vehicle:0.2894;wheel:0.2737;tire:0.2732;tractor:0.2715;plant:0.2229;shrub:0.2229;wagon:0.1990
000000205324.jpg,frisbee:0.9814;toy:0.9814;outdoor:0.8931;grass:0.8931;land:0.8931;people:0.8043;adult:0.8042;structure:0.4219
000000205333.jpg,outdoor:0.8208;sky:0.8208;cloudy:0.8027;recreation:0.7985;sport:0.7985;skiing:0.7617;winter_sport:0.7617;blue_sky:0.7573
000000205401.jpg,outdoor:0.8388;land:0.8388;hill:0.8379;liquid:0.8267;water:0.8267;water_body:0.8267;lake:0.8267;machine:0.7393
000000205514.jpg,structure:0.8612;furniture:0.8595;chair:0.8140;armchair:0.8140;material:0.7552;curtain:0.7085;sofa:0.6504;interior_room:0.6460
000000205542.jpg,stuffed_animals:0.8667;toy:0.8667;container:0.2224;basket_container:0.2224;structure:0.2012;cage:0.2007;material:0.0768;textile:0.0759
000000205647.jpg,outdoor:0.8979;land:0.8341;hill:0.8296;blue_sky:0.7529;sky:0.7529;machine:0.7494;vehicle:0.7494;automobile:0.7494
000000205776.jpg,animal:0.4278;mammal:0.4278;bear:0.4263;outdoor:0.2218;sky:0.2214;cloudy:0.2214;ungulates:0.1486;structure:0.1446
000000205834.jpg,animal:0.2339;canine:0.2339;dog:0.2339;mammal:0.2339;collie:0.2268;utensil:0.1956;tableware:0.1956;bowl:0.1956
000000206025.jpg,clothing:0.9630;outdoor:0.9475;sky:0.9475;necktie:0.9165;adult:0.9141;people:0.9141;blue_sky:0.8960;eyeglasses:0.8550
000000206027.jpg,tableware:0.8322;utensil:0.8322;drinking_glass:0.8003;container:0.7485;bottle:0.7485;food:0.5909;pizza:0.5908;plate:0.5859
000000206135.jpg,animal:0.6299;mammal:0.6299;ungulates:0.6299;horse:0.6270;structure:0.4900;conveyance:0.4181;portal:0.4181;window:0.4170
000000206218.jpg,machine:0.8594;consumer_electronics:0.8593;computer:0.8593;laptop:0.8589;structure:0.6174;wood_processed:0.5967;material:0.4607;textile:0.4607
000000206271.jpg,utensil:0.2289;cookware:0.2287;pot_cooking:0.2273;tool:0.1763;toilet_seat:0.1763;container:0.1427;bucket:0.1421;pan:0.0896
000000206411.jpg,tool:0.9307;toilet_seat:0.9307;bathroom:0.0762;interior_room:0.0762;washbasin:0.0762;material:0.0241;structure:0.0193;wood_processed:0.0193
000000206487.jpg,people:0.5811;adult:0.5811;cord:0.3918;outdoor:0.3283;land:0.3276;road:0.3275;street:0.3274;machine:0.2830
000000206579.jpg,food:0.8619;baked_goods:0.7583;cake:0.7583;dessert:0.7583;birthday_cake:0.7583;candle:0.6216;light:0.6216;structure:0.5584
000000206831.jpg,grass:0.8491;land:0.8491;outdoor:0.8491;structure:0.7028;wood_processed:0.6890;fence:0.3938;animal:0.0997;canine:0.0997
000000206838.jpg,outdoor:0.8940;sky:0.8840;cloudy:0.8164;blue_sky:0.7397;people:0.6055;adult:0.6055;land:0.5188;hill:0.5186
000000206994.jpg,outdoor:0.7256;sky:0.7256;blue_sky:0.7183;machine:0.5382;vehicle:0.5382;train:0.5342;train_real:0.5342;structure:0.4579
000000207306.jpg,outdoor:0.9469;sky:0.9082;blue_sky:0.9082;land:0.7884;road:0.7700;street:0.7700;path:0.4812;sidewalk:0.4812
000000207538.jpg,structure:0.9532;appliance:0.9440;machine:0.9440;oven:0.9438;microwave:0.9380;wood_processed:0.9243;cabinet:0.7715;furniture:0.7715
000000207585.jpg,stuffed_animals:0.9116;toy:0.9116;structure:0.2376;rocks:0.2375;outdoor:0.1574;land:0.1331;grass:0.1331;sky:0.1316
000000207728.jpg,frozen:0.8813;liquid:0.8813;snow:0.8813;water:0.8813;animal:0.7744;mammal:0.7744;ungulates:0.7744;goat:0.7744
000000207844.jpg,outdoor:0.9966;sky:0.9872;blue_sky:0.9453;umbrella:0.9365;utensil:0.9365;cloudy:0.9307;land:0.8470;daytime:0.8179
000000208208.jpg,outdoor:0.3624;land:0.3623;hill:0.3618;structure:0.1353;rocks:0.1353;desert:0.0981;machine:0.0849;aircraft:0.0843
000000208363.jpg,people:0.9663;adult:0.9595;structure:0.8646;wood_processed:0.7676;furniture:0.7536;table:0.7524;clothing:0.7482;jeans:0.7344
000000208423.jpg,outdoor:0.9554;blue_sky:0.9253;sky:0.9253;land:0.7829;hill:0.7827;lamppost:0.7056;light:0.7056;structure:0.6533
000000208901.jpg,machine:0.8154;aircraft:0.8154;airplane:0.8154;vehicle:0.8154;outdoor:0.7888;sky:0.7888;cloudy:0.7861;blue_sky:0.3032
000000209142.jpg,food:0.9456;vegetable:0.9441;broccoli:0.9399;carrot:0.4885;utensil:0.3973;tableware:0.3973;salad:0.3948;bowl:0.3918
000000209222.jpg,people:0.8496;adult:0.8496;outdoor:0.5233;land:0.5233;path:0.4542;sidewalk:0.4397;road:0.4290;street:0.4290
000000209530.jpg,people:0.9600;adult:0.9600;tableware:0.9088;utensil:0.9088;interior_room:0.8813;restaurant:0.8813;plate:0.8550;art:0.7852
000000209613.jpg,outdoor:0.8672;land:0.8672;grass:0.8672;animal:0.7801;mammal:0.7801;ungulates:0.7801;sheep:0.7788;structure:0.5548
000000209747.jpg,bathroom:0.4308;interior_room:0.4308;bathroom_faucet:0.4211;animal:0.3880;cat:0.3880;feline:0.3880;mammal:0.3880;adult_cat:0.3462
000000209753.jpg,adult:0.9414;people:0.9414;art:0.4513;decoration:0.4513;jewelry:0.4441;frame:0.2278;headphones:0.1118;material:0.1090
000000209757.jpg,recreation:0.9208;skating:0.8932;skateboarding:0.8589;people:0.8067;adult:0.8066;skateboard:0.6899;sport:0.6899;sports_equipment:0.6899
000000209829.jpg,rocks:0.9268;structure:0.9268;adult:0.8452;people:0.8452;liquid:0.6221;water:0.6221;water_body:0.6221;lake:0.6221
000000209972.jpg,liquid:0.8774;ocean:0.8774;water:0.8774;water_body:0.8774;outdoor:0.7876;land:0.7876;beach:0.7861;boat:0.6182
000000210030.jpg,tableware:0.9924;utensil:0.9924;fork:0.9551;plate:0.9517;food:0.2997;dessert:0.2522;baked_goods:0.2520;cake:0.2520
000000210032.jpg,utensil:0.6968;tableware:0.6968;plate:0.6904;people:0.5717;adult:0.5708;interior_room:0.4011;restaurant:0.4011;liquid:0.3667
000000210099.jpg,animal:0.8613;mammal:0.8613;cat:0.8613;feline:0.8613;adult_cat:0.8613;structure:0.4940;furniture:0.4650;chair:0.4646
000000210230.jpg,people:0.9570;adult:0.9570;clothing:0.9151;glove:0.8887;glove_other:0.8887;jacket:0.6675;military_uniform:0.2998;structure:0.2590
000000210273.jpg,land:0.8745;outdoor:0.8745;road:0.8731;street:0.8730;machine:0.8577;vehicle:0.8577;automobile:0.8577;bus:0.8325
000000210299.jpg,cycling:0.8555;recreation:0.8555;sport:0.8555;machine:0.7242;bicycle:0.7241;vehicle:0.7241;clothing:0.6694;headgear:0.6694
000000210388.jpg,clothing:0.9199;people:0.9161;adult:0.9160;frozen:0.8896;liquid:0.8896;snow:0.8896;water:0.8896;jacket:0.8433
000000210394.jpg,outdoor:0.9459;blue_sky:0.8687;sky:0.8687;land:0.8558;road:0.8540;street:0.8540;people:0.7292;adult:0.7285
000000210502.jpg,machine:0.5044;train:0.5044;vehicle:0.5044;train_real:0.5044;structure:0.4418;rocks:0.4333;outdoor:0.2673;sky:0.2673
